mode,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key,cluster,name
0.8582375478927203,0.8356408583794674,0.3279954939086745,302721.97172416165,0.20378254123266862,0.5865139745405237,0.16438105359600538,-20.27509919049408,0.054953109596359455,105.10823163724018,0.2328159696308214,32.98532471462098,4.862068965517241,0,Ambient
1.0,0.2386638680121207,0.676874408644668,238388.64817666123,0.6734298325174315,0.07392984979540962,0.17424160634247113,-7.802651068178375,0.09019481598719847,120.68488673641806,0.6743719760281529,48.21176094798408,6.110552763819095,1,Fusion Beat
0.9836601307189542,0.12401293145228005,0.49677232670197363,276177.1094268957,0.75740340098995,0.2842871278493156,0.22469454900904925,-7.504407496435251,0.08110178826712419,129.88231542436196,0.39065010644840203,40.75188997546377,6.0130718954248366,2,Fusion Hardcore
0.7878787878787878,0.03785072062839721,0.37897082357288003,285589.8550181907,0.8575797558476941,0.2804174941387976,0.2148062195803549,-6.679114742925425,0.09069040719956502,128.11653036045752,0.33116935949225185,42.88440665945744,6.257575757575758,3,Metal
0.8541666666666666,0.6499750077258976,0.5281525182513587,280897.0396547139,0.37314846941328916,0.3976102103432231,0.1766613603966023,-14.433063158626716,0.059175558711383636,112.84053921150775,0.4999027715326503,32.00245331401745,5.75,4,Jazz
0.8810810810810811,0.23294524381568182,0.5228930406421478,253380.52492222696,0.6708081068123858,0.15306099163393375,0.1932498266443184,-8.320025485514769,0.06133682735465509,124.44091295226451,0.5303887809217601,43.14799850824076,6.47027027027027,5,Rock
0.0,0.2621760543572668,0.6196160277406325,256750.50348296974,0.6708086032974485,0.1895132765730663,0.19476550346103033,-8.232446955090774,0.08833442159071331,123.87961963715291,0.5417031216301218,41.60071756641955,6.632034632034632,6,World & Electronic Music
0.9382716049382716,0.10109259730250342,0.4727543849956788,216263.27661656222,0.8111810157522142,0.12753252551758945,0.2335942874432923,-6.8259978134690185,0.0831167135891473,135.45161030224168,0.5519354109981167,42.66398958700981,6.777777777777778,7,Punk
0.8765432098765432,0.6058163319529667,0.5160353578629643,240667.9982785261,0.4098769797970325,0.14681810613644194,0.18459055257473025,-12.070422127861246,0.06261119563165654,114.52310810766322,0.47302732360931043,35.91590279805673,5.962962962962963,8,Folk
0.9128205128205128,0.8490861082815068,0.5120154674873416,204748.9314950121,0.3550024711310862,0.22803920484059464,0.2471051943621621,-12.678796755503477,0.08262915569732039,111.16106533563361,0.5767142557579109,10.948992299081187,6.076923076923077,9,Traditional Music
0.8571428571428571,0.28289764607636203,0.5581337696208518,237983.3923414053,0.6214641215839444,0.14040939460130064,0.1779027622039864,-8.300829066747083,0.05914131310859865,119.92931228549595,0.48780923739680593,49.94836031865623,6.0476190476190474,10,Indie
0.9869281045751634,0.5739859158098196,0.5528216026212992,225397.94578949665,0.43753229785892606,0.0895898434938468,0.17281099436839562,-11.454036498566298,0.06240102237110619,116.9032954552276,0.5355514343841977,39.50938569416021,5.663398692810458,11,"Blues, Soul & Country"
0.78,0.2219185566836326,0.6955182272504429,243277.98492157587,0.6771175536092556,0.03579283048298609,0.21314173191446123,-6.85991958545132,0.18720346083251868,116.46244127560183,0.5842222416124715,50.53999278327412,5.64,12,Hip Hop
0.8846153846153846,0.9207243633294012,0.3231057857296534,290455.3377113835,0.14624815938417582,0.631719062381078,0.15093174267365486,-22.917853099946374,0.050988215060774,102.38003838706737,0.22971171210788238,27.552110859172004,5.269230769230769,13,Classical
0.7142857142857143,0.7006970706168248,0.6089717680433463,306376.81477273843,0.36694570022523737,0.025043026324073098,0.3751590830354998,-17.022120103634354,0.7405378280812086,102.27398733977118,0.4676499310444145,14.338041795117235,7.809523809523809,14,"Comedy, Literature & Cultural Narratives"
0.775,0.34108073367092046,0.5991672226074877,235143.10171911932,0.6050208648329806,0.07966203907745034,0.18072000303062347,-8.435880196608217,0.06469640299393317,120.73138884754172,0.5578169595888208,46.48246465069239,6.06,15,Pop
0.8787878787878788,0.18244984997683591,0.7176688659176881,230827.3147981011,0.6525017510189437,0.03469197789881518,0.19389971248766233,-7.255786606748164,0.18333325770734663,117.89821174490244,0.5420990367429146,52.89425968099612,4.545454545454546,16,Rap
